SampleSize,Trial,Estimator,RuntimeNs
800,87,BarianceOpt,1667
800,88,Unbiased,3250
800,88,BarianceOpt,1625
800,89,Unbiased,3291
800,89,BarianceOpt,1667
800,90,Unbiased,3250
800,90,BarianceOpt,1667
800,91,Unbiased,3250
800,91,BarianceOpt,1667
800,92,Unbiased,3250
800,92,BarianceOpt,10375
800,93,Unbiased,3834
800,93,BarianceOpt,1625
800,94,Unbiased,3458
800,94,BarianceOpt,1666
800,95,Unbiased,3250
800,95,BarianceOpt,1625
800,96,Unbiased,3375
800,96,BarianceOpt,1667
800,97,Unbiased,6041
800,97,BarianceOpt,4209
800,98,Unbiased,4166
800,98,BarianceOpt,1625
800,99,Unbiased,3292
800,99,BarianceOpt,1625
1600,0,Unbiased,6541
1600,0,BarianceOpt,3250
1600,1,Unbiased,21250
1600,1,BarianceOpt,16833
1600,2,Unbiased,6625
1600,2,BarianceOpt,3292
1600,3,Unbiased,6500
1600,3,BarianceOpt,3250
1600,4,Unbiased,7375
1600,4,BarianceOpt,3250
1600,5,Unbiased,6542
1600,5,BarianceOpt,3250
1600,6,Unbiased,7791
1600,6,BarianceOpt,15250
1600,7,Unbiased,5833
1600,7,BarianceOpt,3375
1600,8,Unbiased,2958
1600,8,BarianceOpt,3250
1600,9,Unbiased,3000
1600,9,BarianceOpt,3209
1600,10,Unbiased,2917
1600,10,BarianceOpt,3250
1600,11,Unbiased,2959
1600,11,BarianceOpt,14292
1600,12,Unbiased,3000
1600,12,BarianceOpt,3292
1600,13,Unbiased,2917
1600,13,BarianceOpt,3334
1600,14,Unbiased,2916
1600,14,BarianceOpt,3250
1600,15,Unbiased,2916
1600,15,BarianceOpt,3291
1600,16,Unbiased,2916
1600,16,BarianceOpt,11583
1600,17,Unbiased,2958
1600,17,BarianceOpt,3292
1600,18,Unbiased,2916
1600,18,BarianceOpt,3291
1600,19,Unbiased,2917
1600,19,BarianceOpt,3208
1600,20,Unbiased,2875
1600,20,BarianceOpt,3250
1600,21,Unbiased,2958
1600,21,BarianceOpt,8417
1600,22,Unbiased,2875
1600,22,BarianceOpt,3250
1600,23,Unbiased,2916
1600,23,BarianceOpt,3250
1600,24,Unbiased,2917
1600,24,BarianceOpt,3250
1600,25,Unbiased,2916
1600,25,BarianceOpt,3250
1600,26,Unbiased,2875
1600,26,BarianceOpt,6875
1600,27,Unbiased,2875
1600,27,BarianceOpt,3250
